open;high;low;close;volume;5 SMA;5 BB Upper;5 BB Lower;5 EMA;10 SMA;10 BB Upper;10 BB Lower;10 EMA;15 SMA;15 BB Upper;15 BB Lower;15 EMA;20 SMA;20 BB Upper;20 BB Lower;20 EMA;Predicted Low;Predicted High
2020-08-12;23.36;23.68;23.08;23.5;67008500;23.189999999999994;23.842878242859918;22.53712175714007;23.187214802403428;22.787999999999997;24.358553688636224;21.21744631136377;22.998574491590524;22.83133333333332;24.14631794305672;21.51634872360992;22.886292385868874;22.857499999999995;24.020777894798258;21.69422210520173;22.76790981633048;23.178549;23.94994
2020-08-13;23.45;23.58;22.71;22.71;44588200;23.107999999999993;23.960093011354896;22.25590698864509;23.028143201602287;22.77;24.338881413265153;21.201118586734847;22.94610640221043;22.83933333333332;24.146745808779485;21.531920857887158;22.864255837635266;22.853499999999993;24.01916208315498;21.687837916845005;22.762394595727578;23.020922;23.559328
2020-08-14;22.77;22.98;22.53;22.72;38422000;23.09199999999999;23.992590084333518;22.191409915666465;22.925428801068193;22.814;24.32494157545698;21.30305842454302;22.904996147263077;22.83199999999999;24.141689167049027;21.522310832950954;22.84622385793086;22.850499999999993;24.017887856667475;21.68311214333251;22.758357015182092;22.316338;23.58856
2020-08-17;22.68;22.84;22.15;22.59;52064300;22.943999999999992;23.9162075395716;21.971792460428382;22.813619200712132;22.897;24.121123836328103;21.672876163671894;22.847724120487968;22.791333333333323;24.083578979301492;21.499087687365154;22.814195875689503;22.84199999999999;24.01756257528938;21.666437424710605;22.74232301373618;22.549332;22.667677
2020-08-18;22.93;23.24;22.77;23.01;49361300;22.90599999999999;23.821594069443368;21.990405930556616;22.879079467141423;23.017999999999997;23.772965047020175;22.26303495297982;22.87722882585379;22.804666666666655;24.10462774667009;21.50470558666322;22.838671391228313;22.830499999999994;23.98732969109998;21.673670308900007;22.767816060047018;21.76506;22.935724
2020-08-19;22.95;23.32;22.75;22.86;51982100;22.77799999999999;23.1808802551626;22.375119744837384;22.87271964476095;22.983999999999998;23.729840316540837;22.23815968345916;22.874096312062193;22.784666666666656;24.062250416600538;21.507082916732774;22.841337467324777;22.81799999999999;23.96334527085662;21.67265472914336;22.776595482899683;23.360605;23.430307
2020-08-20;22.52;22.87;22.35;22.7;55251700;22.77599999999999;23.181663037507583;22.370336962492395;22.815146429840635;22.941999999999997;23.708286137447626;22.175713862552367;22.84244243714179;22.771999999999988;24.048476735840772;21.495523264159203;22.82367028390918;22.823499999999992;23.96327938193039;21.683720618069593;22.769300675004477;22.432972;23.245766
2020-08-21;22.54;22.63;22.35;22.56;38668300;22.74399999999999;23.217880259137136;22.270119740862842;22.73009761989376;22.917999999999996;23.736857605312263;22.09914239468773;22.791089266752373;22.790666666666652;24.031255044739495;21.55007828859381;22.790711498420535;22.809999999999995;23.959227429280418;21.660772570719573;22.749367277385005;22.300348;22.59213
2020-08-24;22.86;23.13;22.8;23.0;51841900;22.825999999999986;23.313211453067222;22.33878854693275;22.820065079929172;22.884999999999998;23.626455962579307;22.14354403742069;22.829073036433755;22.87333333333332;23.892465784185923;21.85420088248072;22.816872561117968;22.799999999999994;23.932213714250445;21.667786285749543;22.773237060491194;22.385841;22.660448
2020-08-25;23.09;23.15;22.69;22.84;37981400;22.791999999999987;23.211225476324945;22.37277452367503;22.826710053286117;22.848999999999997;23.536936729971877;22.161063270028116;22.831059757082162;22.94266666666665;23.644543402554675;22.240789930778625;22.81976349097822;22.801499999999994;23.933925058517268;21.66907494148272;22.77959543568251;23.094679;23.496227
2020-08-26;22.78;22.9;22.04;22.21;69925300;22.661999999999985;23.414163546045586;21.909836453954384;22.62114003552408;22.72;23.309019901569037;22.13098009843096;22.71813980124904;22.87666666666665;23.69736250963562;22.05597082369768;22.743543054605944;22.75399999999999;23.911737130422026;21.596262869577956;22.725348251331795;22.418612;22.844284
2020-08-27;22.32;22.47;22.04;22.12;35489800;22.545999999999985;23.50379695134192;21.588203048658052;22.454093357016056;22.660999999999998;23.417770367343252;21.904229632656744;22.609387110112852;22.809999999999985;23.74431602178882;21.87568397821115;22.665600172780202;22.71549999999999;23.922455581749272;21.50854441825071;22.667696036919242;21.769865;22.946474
2020-08-28;22.25;22.54;22.06;22.48;31071000;22.529999999999983;23.49014321848351;21.569856781516457;22.462728904677373;22.636999999999997;23.404485975260897;21.869514024739097;22.585862181001424;22.78866666666665;23.747035196040983;21.830298137292317;22.642400151182674;22.725499999999993;23.91375045539094;21.537249544609047;22.649820223879313;22.260836;22.031187
2020-08-31;22.32;22.43;21.88;21.94;48539700;22.317999999999984;23.19521149103275;21.440788508967216;22.288485936451583;22.571999999999996;23.518323294534014;21.625676705465978;22.468432693546617;22.695999999999984;23.721513808502074;21.670486191497893;22.55460013228484;22.734499999999993;23.878059626089076;21.59094037391091;22.58221829779557;21.87106;22.969706
2020-09-01;22.2;22.89;22.12;22.81;66299700;22.311999999999983;23.16152192437859;21.462478075621377;22.46232395763439;22.552;23.44579030600642;21.65820969399358;22.530535840174505;22.669999999999984;23.639305716184747;21.70069428381522;22.586525115749236;22.784999999999993;23.787775752861155;21.78222424713883;22.60391179324361;21.8873;21.989555
2020-09-02;22.93;23.1;22.52;22.88;53618000;22.44599999999998;23.480045453546346;21.411954546453615;22.601549305089595;22.553999999999995;23.45270276880991;21.65529723119008;22.594074778324593;22.628666666666653;23.42882662091383;21.828506712419475;22.623209476280582;22.768999999999995;23.743777302502284;21.794222697497705;22.63020590817279;22.377333;23.413765
2020-09-03;22.61;23.12;22.57;22.86;87642400;22.593999999999983;23.593937498046678;21.59406250195329;22.6876995367264;22.57;23.495262725452104;21.644737274547897;22.642424818629213;22.638666666666655;23.451392825667153;21.825940507666157;22.652808291745508;22.755999999999993;23.710607938260214;21.801392061739772;22.652091059775383;22.688932;22.90641
2020-09-04;23.0;23.03;22.58;22.85;52351100;22.66799999999998;23.68740546398371;21.648594536016255;22.741799691150934;22.598999999999997;23.55012871543933;21.64787128456066;22.680165760696628;22.64733333333332;23.470137047703183;21.82452961896346;22.677457255277318;22.758499999999994;23.714274520590745;21.802725479409244;22.670939530272967;22.447374;23.277124
2020-09-08;22.5;22.5;21.91;22.27;74490200;22.73399999999998;23.385584606938995;22.082415393060966;22.584533127433957;22.526;23.43766819012666;21.614331809873338;22.605590167842692;22.625999999999987;23.48393564527209;21.768064354727883;22.626525098367654;22.705499999999994;23.636136277811527;21.77486372218846;22.632754813104114;22.827116;22.84666
2020-09-09;22.49;22.77;22.49;22.66;42171500;22.70399999999998;23.349803762763774;22.058196237236185;22.60968875162264;22.508;23.387140994885815;21.628859005114183;22.615482864598565;22.602666666666657;23.41942565075874;21.785907682574575;22.630709461071696;22.678499999999996;23.562542561192586;21.794457438807406;22.635349592808485;21.126007;22.221199
2020-09-10;22.58;22.58;22.06;22.06;58350000;22.53999999999998;23.43808824733423;21.641911752665735;22.42645916774843;22.493;23.414430801646088;21.57156919835391;22.5144859801261;22.549333333333323;23.415331243811334;21.68333542285531;22.559370778437735;22.606499999999997;23.413511828974773;21.79948817102522;22.580554393493394;22.97041;23.189163
2020-09-11;22.12;22.26;21.75;21.84;71013700;22.33599999999998;23.378622894434937;21.293377105565025;22.230972778498952;22.464999999999996;23.486317912198597;21.443682087801395;22.39185216555772;22.491999999999987;23.46278760366439;21.521212396335585;22.469449431133018;22.562999999999995;23.47325227850649;21.6527477214935;22.51002540363688;21.821651;22.160278
2020-09-14;21.94;21.98;21.43;21.72;46453300;22.109999999999985;23.041732257679165;21.178267742320806;22.0606485189993;22.389;23.567243160151744;21.210756839848255;22.269697226365405;22.435999999999986;23.52477388443535;21.34722611556462;22.37576825224139;22.512999999999995;23.531709839376276;21.494290160623713;22.434784889004796;21.726145;22.33564
2020-09-15;21.98;22.08;21.55;21.64;58546700;21.983999999999988;23.00832904869477;20.959670951305206;21.920432345999536;22.358999999999998;23.63633718249243;21.081662817507567;22.155206821571692;22.34533333333332;23.472825282412337;21.2178413842543;22.283797220711214;22.465499999999995;23.59318612071003;21.33781387928996;22.35909109005196;21.314869;21.680183
2020-09-16;21.85;21.99;21.6;21.67;50379500;21.78599999999999;22.213784992724108;21.358215007275874;21.836954897333026;22.244999999999997;23.560202244692558;20.929797755307437;22.06698739946775;22.267333333333323;23.418360307490754;21.11630635917589;22.207072568122314;22.398499999999995;23.561591247495194;21.235408752504796;22.293463367189872;21.654858;22.40414
2020-09-17;21.51;22.17;21.46;22.17;62362200;21.807999999999993;22.348659319719882;21.267340680280103;21.947969931555352;22.174;23.36506628232386;20.98293371767614;22.085716963200884;22.264666666666656;23.41687210883064;21.112461224502674;22.202438497107025;22.363999999999997;23.500690718477816;21.227309281522178;22.281704951267027;21.571184;21.632757
2020-09-18;21.99;22.15;21.55;21.58;64243500;21.75599999999999;22.348294268079616;21.163705731920363;21.82531328770357;22.046;23.15193098036596;20.940069019634038;21.993768424437086;22.228666666666655;23.461073815685314;20.996259517647996;22.124633684968643;22.307999999999996;23.506535290304456;21.109464709695537;22.214875908289216;21.39289;22.593473
2020-09-21;21.29;21.46;20.81;20.87;73300000;21.58599999999999;22.74770671858261;20.424293281417373;21.506875525135715;21.848;23.05726975209553;20.63873024790447;21.78944689272125;22.12133333333332;23.61718672887458;20.625479937792065;21.967804474347563;22.223499999999994;23.654874822182805;20.792125177817184;22.086792488452147;21.657043;21.795155
2020-09-22;20.96;21.35;20.75;20.78;47207700;21.41399999999999;22.873087900025215;19.954912099974766;21.264583683423812;21.698999999999998;23.104912613848246;20.29308738615175;21.605911094044657;22.043999999999986;23.7720201305044;20.31597986949557;21.81932891505412;22.112499999999994;23.679299348151613;20.545700651848374;21.962336060980515;20.35511;21.181597
2020-09-23;20.8;20.96;20.11;20.12;57106300;21.103999999999992;23.076831087549067;19.131168912450917;20.88305578894921;21.445;23.0632230480787;19.8267769519213;21.33574544058199;21.864666666666654;23.90459984717829;19.82473348615502;21.606912800672355;21.976499999999994;23.837955906570215;20.115044093429773;21.786875483744275;20.968044;21.50529
2020-09-24;20.24;20.71;20.06;20.33;76310000;20.73599999999999;22.14828980736961;19.32371019263037;20.698703859299474;21.272;23.007367396259294;19.536632603740703;21.152882633203447;21.694666666666652;23.8298495516629;19.559483781670405;21.447298700588313;21.882499999999997;23.951488994781315;19.81351100521868;21.64812543767339;19.72275;20.504816
2020-09-25;20.15;20.26;19.87;20.17;40158400;20.45399999999999;21.326245664936284;19.581754335063696;20.522469239532985;21.104999999999997;22.958946616155732;19.251053383844262;20.97417669989373;21.51533333333332;23.700548807071925;19.330117859594715;21.287636363014776;21.784999999999997;24.057511652451133;19.51248834754886;21.507351586466402;20.22273;20.902025
2020-09-28;20.33;20.56;19.6;19.6;48824300;20.19999999999999;21.261102021485286;19.13889797851469;20.214979493021993;20.892999999999997;22.999011567447322;18.786988432552672;20.72432639082214;21.29866666666665;23.601554346660325;18.995778986672978;21.07668181763793;21.641;24.17861051094588;19.103389489054116;21.325699054421985;19.680202;19.75011
2020-09-29;19.63;19.86;19.25;19.3;52878100;19.90399999999999;20.990939510736542;18.817060489263437;19.90998632868133;20.659;22.98918984681976;18.32881015318024;20.465357956127203;21.100666666666655;23.631061657478128;18.57027167585518;20.85459659043319;21.508999999999997;24.35472509490803;18.663274905091964;21.132775334953227;19.55083;21.065647
2020-09-30;19.5;20.04;19.43;19.78;69505000;19.835999999999988;20.88310911561317;18.788890884386806;19.86665755245422;20.47;22.707961622151252;18.232038377848745;20.34074741864953;20.908666666666655;23.327175406326184;18.490157927007125;20.720272016629043;21.357499999999995;24.251241829589432;18.463758170410557;21.003939588767206;19.048416;19.469046
2020-10-01;19.64;20.06;19.13;19.98;77537300;19.765999999999988;20.60816981660483;18.923830183395147;19.904438368302813;20.250999999999998;21.934805626813414;18.56719437318658;20.27515697889507;20.76999999999999;23.118118547749596;18.421881452250382;20.62773801455041;21.2125;24.058039850269804;18.366960149730193;20.90642153269414;19.69681;20.231403
2020-10-02;19.73;19.74;19.0;19.02;85306000;19.535999999999987;20.490201236637336;18.581798763362638;19.609625578868545;19.994999999999997;21.480216501239852;18.509783498760143;20.046946619095962;20.58199999999999;23.05850026679356;18.105499733206422;20.42677076273161;21.020499999999995;23.943339676806712;18.097660323193278;20.726762339104223;18.753914;19.991625
2020-10-05;19.36;20.16;19.24;20.07;73288500;19.62999999999999;20.76164702977572;18.498352970224257;19.7630837192457;19.915;21.193141554497355;18.636858445502643;20.051138142896693;20.471999999999987;22.836510671214175;18.1074893287858;20.382174417390157;20.881499999999996;23.640495753129976;18.122504246870015;20.664213544903824;19.17927;19.624363
2020-10-06;20.47;20.7;19.87;19.9;77064600;19.749999999999993;20.804454835448258;18.695545164551728;19.808722479497135;19.826999999999998;20.856768717290773;18.797231282709223;20.023658480551838;20.355999999999987;22.60051315115646;18.111486848843516;20.321902615216388;20.762999999999995;23.446724091630838;18.07927590836915;20.59143130253203;19.289804;20.407955
2020-10-07;20.0;20.05;19.56;19.9;53521000;19.77399999999999;20.842234524811946;18.705765475188034;19.83914831966476;19.805;20.805572752643656;18.804427247356344;20.001175120451503;20.237999999999985;22.303581032058542;18.17241896794143;20.269164788314338;20.624999999999993;23.102563797043537;18.14743620295645;20.525580702290885;20.309162;20.851345
2020-10-08;20.04;20.59;19.86;20.4;78070400;19.85799999999999;21.135497553813778;18.580502446186202;20.026098879776505;19.812;20.83925362009563;18.784746379904373;20.073688734914867;20.119999999999983;21.707057024810403;18.532942975189563;20.285519189775048;20.54199999999999;22.872724418670984;18.211275581328998;20.51362063540604;19.092703;19.707438
2020-10-09;20.34;20.39;19.8;19.82;67962300;20.017999999999994;20.59851701094816;19.437482989051826;19.957399253184338;19.776999999999997;20.755664764984306;18.79833523501569;20.02756351038489;20.00266666666665;21.2335732237948;18.771760109538498;20.227329291053167;20.440999999999992;22.67313521803198;18.208864781968003;20.44756152727213;20.25896;20.883541
2020-10-13;19.91;20.13;19.73;20.05;55330600;20.013999999999992;20.59214358078265;19.435856419217334;19.988266168789558;19.822;20.808773642849157;18.83522635715084;20.03164287213309;19.947999999999983;21.02516559278776;18.870834407212204;20.205163129671522;20.357499999999995;22.466704062274566;18.248295937725423;20.40969852467478;19.552946;20.214666
2020-10-14;20.09;20.37;19.95;20.0;44584300;20.033999999999992;20.591785801181942;19.47621419881804;19.992177445859706;19.892;20.770903989194384;19.013096010805615;20.025889622654347;19.89599999999998;20.809431520617306;18.982568479382653;20.179517738462582;20.275499999999994;22.25173171119065;18.299268288809337;20.370679617562896;19.838245;20.093868
2020-10-15;19.62;19.8;19.44;19.8;56952100;20.013999999999992;20.618565960007825;19.40943403999216;19.928118297239806;19.894;20.771274820743585;19.01672517925641;19.98481878217174;19.87466666666665;20.776344995963715;18.972988337369582;20.13207802115476;20.181999999999995;21.993814298605493;18.370185701394497;20.316329177795;20.027517;20.503653
2020-10-16;19.67;19.71;19.3;19.37;49929000;19.807999999999993;20.47821451789722;19.137785482102764;19.74207886482654;19.833000000000002;20.79700855805308;18.868991441946925;19.873033549049605;19.81066666666665;20.70885266925088;18.912480664082416;20.036818268510416;20.041999999999994;21.48094606899404;18.60305393100595;20.226202589433573;19.058361;19.494293
2020-10-19;19.41;19.94;19.25;19.56;107420300;19.755999999999993;20.479835271315384;19.032164728684602;19.681385909884362;19.887;20.59538725284944;19.17861274715056;19.81611835831331;19.769999999999982;20.645255064864838;18.894744935135126;19.977215984946614;19.940999999999995;21.081951242096622;18.80004875790337;20.16275472377323;19.47283;19.81789
2020-10-20;19.67;20.27;19.59;20.23;68407700;19.791999999999994;20.64629064140971;18.93770935859028;19.864257273256243;19.903;20.650314636994516;19.15568536300548;19.89136956589271;19.81199999999998;20.72623269935588;18.89776730064408;20.008813986828287;19.908999999999995;20.928123075052753;18.889876924947238;20.169159035794827;19.074924;20.01037
2020-10-21;20.16;20.33;19.83;20.15;60594900;19.821999999999996;20.74689864309567;18.897101356904322;19.959504848837497;19.928;20.700334124585716;19.155665875414286;19.938393281184943;19.868666666666645;20.733705201453855;19.003628131879434;20.026462238474753;19.87749999999999;20.772841562286484;18.982158437713498;20.167334365719128;19.980352;20.435669
2020-10-22;20.1;20.87;20.05;20.87;98926900;20.035999999999998;21.523615541731193;18.548384458268803;20.263003232558333;20.025;21.095906288046425;18.954093711953572;20.1077763209695;19.94133333333331;21.016992046246845;18.865674620419778;20.13190445866541;19.914999999999992;20.962412224685565;18.86758777531442;20.234254902317307;19.703424;20.253674
2020-10-23;20.94;21.14;20.54;20.66;61711200;20.293999999999997;21.562192611554007;19.025807388445987;20.395335488372226;20.051;21.201872253746714;18.900127746253283;20.20818062624777;19.986666666666643;21.158496229277883;18.814837104055403;20.197916401332233;19.931499999999993;21.03658022452277;18.826419775477216;20.274802054477565;20.353764;21.276924
2020-10-26;20.33;20.53;20.03;20.24;58229100;20.429999999999996;21.221557009949475;19.638442990050518;20.343556992248153;20.093;21.233178470435245;18.952821529564755;20.213965966929994;20.06799999999998;21.03772934368311;19.09827065631685;20.203176851165704;19.934999999999995;21.045728186939936;18.824271813060054;20.27148757309875;20.718294;21.038294
2020-10-27;20.26;20.37;19.68;19.68;48978400;20.319999999999997;21.48122241624943;19.158777583750563;20.122371328165436;20.056;21.242451291316364;18.869548708683638;20.116881245669994;20.04199999999998;21.043525621953155;19.040474378046806;20.137779744769993;19.938999999999993;21.042669119942886;18.8353308800571;20.21515542327982;19.479593;20.162302
2020-10-28;19.35;19.44;18.61;18.71;79247400;20.031999999999993;22.201202042226626;17.86279795777336;19.651580885443625;19.927;21.523265172206543;18.330734827793457;19.861084655548176;19.962666666666646;21.283261319879873;18.64207201345342;19.959307276673744;19.90949999999999;21.164450067155;18.654549932844983;20.071807287729364;19.855562;20.53552
2020-10-29;18.43;19.37;17.74;19.22;86794800;19.70199999999999;21.64818216002516;17.75581783997482;19.50772059029575;19.869;21.560336174613177;18.177663825386823;19.74452380908487;19.917333333333318;21.322568019714797;18.512098646951838;19.866893867089527;19.881499999999996;21.19322031979692;18.56977968020307;19.99068278413609;18.089697;18.93054
2020-10-30;19.14;19.54;18.87;19.01;64185100;19.371999999999993;20.87235412486527;17.871645875134714;19.341813726863837;19.833;21.61937007799479;18.046629922005206;19.610974025614894;19.82466666666665;21.301386809737956;18.347946523595347;19.759782133703336;19.83299999999999;21.230062237245193;18.43593776275479;19.897284423742178;17.577888;19.586231
2020-11-03;19.51;19.9;19.33;19.65;66292400;19.253999999999994;20.296023272293024;18.211976727706965;19.44454248457589;19.842;21.620216959641066;18.06378304035893;19.61806965732128;19.81333333333332;21.294364184110076;18.33230248255656;19.74605936699042;19.864499999999992;21.18315349484745;18.545846505152536;19.873733526242923;19.144373;19.513567
2020-11-04;20.01;20.07;19.27;19.72;65777600;19.261999999999993;20.330205270535707;18.19379472946428;19.536361656383928;19.791;21.537363284721074;18.044636715278926;19.63660244689923;19.791333333333316;21.26411819138129;18.318548475285343;19.742801946116618;19.846999999999994;21.162222114521356;18.531777885478633;19.859092238029312;19.380556;20.134348
2020-11-05;19.95;19.99;19.72;19.89;40874800;19.497999999999998;20.41781655779848;18.578183442201514;19.654241104255952;19.765;21.48616118749317;18.04383881250683;19.682674729281185;19.78399999999998;21.251529508099566;18.316470491900397;19.76120170285204;19.846499999999995;21.161601431949453;18.531398568050538;19.862035834407475;19.232536;20.025494
2020-11-06;19.55;19.95;19.54;19.75;37273300;19.603999999999996;20.46234142391022;18.74565857608977;19.686160736170635;19.653;21.076905525111822;18.229094474888175;19.694915687593696;19.780666666666647;21.248307712050494;18.3130256212828;19.759801489995535;19.838999999999995;21.15476723665409;18.5232327633459;19.851365754940094;19.896448;19.962221
2020-11-09;21.11;22.69;21.04;21.61;164904100;20.123999999999995;22.212181026635413;18.035818973364577;20.327440490780425;19.747999999999998;21.727962120849675;17.76803787915032;20.043112835303933;19.929999999999982;21.780217168720643;18.07978283127932;19.99107630374609;19.899499999999996;21.52287925247557;18.276120747524423;20.018854730660085;19.394854;19.939259
2020-11-10;21.89;23.15;21.81;23.08;163732600;20.809999999999995;24.549777734037143;17.070222265962848;21.244960327186952;20.032;23.333805061881492;16.730194938118508;20.59527413797594;20.164666666666644;22.889205727725994;17.440127605607294;20.37719176577783;20.062499999999996;22.46790612338556;17.657093876614432;20.310392375359125;21.15226;22.236153
2020-11-11;23.35;23.36;22.4;22.88;93072900;21.441999999999997;25.404850930832485;17.47914906916751;21.78997355145797;20.351999999999997;24.3190483009691;16.384951699030893;21.010678840162132;20.34133333333331;23.582280431827535;17.100386234839085;20.6900427950556;20.203999999999997;23.078975972439586;17.329024027560408;20.55511691103921;21.863115;23.002777
2020-11-12;22.74;22.82;21.77;21.91;77275000;21.845999999999997;25.163783522172572;18.52821647782742;21.82998236763865;20.671999999999997;24.524232397512396;16.819767602487598;21.174191778314473;20.458666666666648;23.84890826502481;17.068425068308485;20.84253744567365;20.2995;23.324260484210576;17.27473951578942;20.684153395702143;22.457664;23.316235
2020-11-13;22.02;22.8;21.89;22.63;66065200;22.421999999999997;24.006830432569917;20.837169567430077;22.096654911759103;21.012999999999998;24.915617533285936;17.11038246671406;21.438884182257294;20.57599999999998;24.240803639253482;16.911196360746477;21.06597026496444;20.440999999999995;23.715441495165674;17.166558504834317;20.869472119920985;21.692457;22.864595
2020-11-16;23.2;23.63;23.13;23.29;101683300;22.757999999999996;24.09092441646167;21.42507558353832;22.494436607839404;21.440999999999995;25.284527206731937;17.597472793268054;21.775450694574147;20.751333333333314;24.814592786155927;16.6880738805107;21.343973981843885;20.636999999999997;24.209382184717064;17.06461781528293;21.099998584690415;21.923204;22.802639
2020-11-17;23.05;24.14;22.98;23.69;94082100;22.88;24.569859461612026;21.190140538387972;22.892957738559602;21.844999999999995;25.708185394061314;17.981814605938677;22.12355056828794;20.981333333333314;25.44164308661705;16.52102358004958;21.6372272341134;20.8435;24.73783862873567;16.949161371264328;21.34666538614847;23.204845;23.59687
2020-11-18;23.99;24.13;23.55;23.55;68540400;23.014;24.862445292671566;21.165554707328432;23.111971825706405;22.227999999999998;25.804093461368744;18.651906538631252;22.382905010417403;21.239333333333313;25.891017616113746;16.58764905055288;21.876323829849227;21.009499999999996;25.16526228836155;16.85373771163844;21.556506777943856;22.954374;24.133959
2020-11-19;23.55;23.94;23.37;23.82;65382100;23.395999999999997;24.573868838198724;22.21813116180127;23.347981217137605;22.621;25.73225756103718;19.509742438962817;22.64419500852333;21.57999999999998;26.160188314905795;16.999811685094166;22.11928335111807;21.192999999999998;25.598014337750683;16.787985662249312;21.77207756099682;23.628551;24.129835
2020-11-20;23.84;23.99;23.47;23.65;38137700;23.6;24.096235831031557;23.103764168968446;23.448654144758404;23.011;24.917547563296303;21.104452436703696;22.82706864333727;21.87533333333331;26.327358019869035;17.423308646797583;22.310622932228313;21.331999999999997;25.939442491859133;16.72455750814086;21.95092731709236;23.322336;23.921955
2020-11-23;24.05;25.1;24.04;25.1;127649000;23.962;25.57070677875103;22.35329322124897;23.99910276317227;23.359999999999996;25.47104897569378;21.248951024306212;23.24032889000322;22.28133333333331;26.71908600890272;17.8435806577639;22.659295065699773;21.553999999999995;26.59642788221785;16.51157211778214;22.2508390011788;23.506195;24.00046
2020-11-24;25.64;26.67;25.64;26.22;153293500;24.468;27.372920394778387;21.563079605221613;24.739401842114848;23.673999999999996;26.739561395024847;20.608438604975145;23.782087273639;22.719333333333317;27.435627908930677;18.003038757735958;23.1043831824873;21.852999999999998;27.459393788861878;16.24660621113812;22.62885433439987;24.181454;25.182985
2020-11-25;26.2;26.5;25.67;26.25;75650800;25.008000000000003;28.13936352089618;21.876636479103826;25.2429345614099;24.010999999999996;27.585824199251704;20.436175800748288;24.23079867843191;23.154666666666646;27.900537679101156;18.408795654232136;23.497585284676386;22.181499999999996;28.142051651218335;16.220948348781658;22.97372535017131;25.724041;26.586353
2020-11-26;25.94;25.95;25.56;25.82;41935900;25.408000000000005;28.124696063235497;22.691303936764513;25.4352897076066;24.401999999999994;27.707273564069002;21.096726435930986;24.51974437326247;23.54999999999998;28.00983063419605;19.09016936580391;23.78788712409184;22.537;28.460454162102195;16.613545837897803;23.244799126345473;25.663822;26.500496
